,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,轮廓,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后
74,data/cut_3/R000183B2_C00034ADA_25.png,423.0,355.5,,,,,R000183B2,C00034ADA,号线工,None,168.0,100.5,R000183B2,C00034ADA,,,,
75,data/cut_3/R000183B2_C00034AD7_11.png,442.0,414.5,442.0,404.0,学校内部设施,141207,R000183B2,C00034AD7,老化学楼,None,187.0,159.5,R000183B2,C00034AD7,187.0,149.0,R000183B2,C00034AD7
76,data/cut_3/R000183B2_C00034AD7_17.png,441.0,303.5,441.0,293.0,学校内部设施,141207,R000183B2,C00034AD7,地学楼,None,186.0,48.5,R000183B2,C00034AD7,186.0,38.0,R000183B2,C00034AD7
77,data/cut_3/R000183B2_C00034AD7_20.png,306.5,300.0,,,,,R000183B2,C00034AD7,五四路,None,51.5,45.0,R000183B2,C00034AD7,,,,
78,,,,506.0,423.0,科研机构,141300,R000183B2,C00034AD7,,,,,,,251.0,168.0,R000183B2,C00034AD7
79,,,,509.0,371.0,科研机构,141300,R000183B2,C00034AD7,,,,,,,254.0,116.0,R000183B2,C00034AD7
80,data/cut_3/R000183B2_C00034AE3_21.png,439.0,277.0,,,,,R000183B2,C00034AE3,科馨社区,None,184.0,22.0,R000183B2,C00034AE3,,,,
81,data/cut_3/R000183B2_C00034AE3_27.png,433.0,459.5,434.0,452.0,通行设施,990000,R000183B2,C00034AE3,南门,"[(331, 439), (439, 439), (439, 488), (331, 488)]",178.0,204.5,R000183B2,C00034AE3,179.0,197.0,R000183B2,C00034AE3
82,data/cut_3/R000183B2_C00034AE3_28.png,257.5,281.5,258.0,274.0,通行设施,990000,R000183B2,C00034AE3,西门,None,2.5,26.5,R000183B2,C00034AE3,3.0,19.0,R000183B2,C00034AE3
83,data/cut_3/R000183B2_C00034AE3_29.png,480.5,488.5,481.0,481.0,通行设施,990000,R000183B2,C00034AE3,北门,None,225.5,233.5,R000183B2,C00034AE3,226.0,226.0,R000183B2,C00034AE3
84,data/cut_3/R000183B2_C00034AE3_34.png,348.0,320.5,,,,,R000183B2,C00034AE3,4号楼,None,93.0,65.5,R000183B2,C00034AE3,,,,
85,data/cut_3/R000183B2_C00034AE3_36.png,282.5,404.0,,,,,R000183B2,C00034AE3,2号楼,None,27.5,149.0,R000183B2,C00034AE3,,,,
86,,,,445.0,499.0,停车场,150900,R000183B2,C00034AE3,,,,,,,190.0,244.0,R000183B2,C00034AE3
87,,,,346.0,484.0,停车场,150900,R000183B2,C00034AE3,,,,,,,91.0,229.0,R000183B2,C00034AE3
88,,,,325.0,447.0,停车场,150900,R000183B2,C00034AE3,,,,,,,70.0,192.0,R000183B2,C00034AE3
89,data/cut_3/R000183B1_C00034ADD_3.png,420.5,490.5,,,,,R000183B1,C00034ADD,北京大学中关园一公惠,None,165.5,235.5,R000183B1,C00034ADD,,,,
90,data/cut_3/R000183B1_C00034ADD_4.png,467.0,272.5,467.0,265.0,学校内部设施,141207,R000183B1,C00034ADD,加速器楼,None,212.0,17.5,R000183B1,C00034ADD,212.0,10.0,R000183B1,C00034ADD
91,data/cut_3/R000183B1_C00034ADD_10.png,383.5,411.5,,,,,R000183B1,C00034ADD,成府路,None,128.5,156.5,R000183B1,C00034ADD,,,,
92,data/cut_3/R000183B1_C00034ADD_15.png,258.0,493.0,,,,,R000183B1,C00034ADD,41号楼,None,3.0,238.0,R000183B1,C00034ADD,,,,
93,data/cut_3/R000183B1_C00034AD2_9.png,280.5,304.5,281.0,296.0,餐饮服务,050000,R000183B1,C00034AD2,西闩烤翅,None,25.5,49.5,R000183B1,C00034AD2,26.0,41.0,R000183B1,C00034AD2
94,data/cut_3/R000183B1_C00034AD2_11.png,310.5,260.0,,,,,R000183B1,C00034AD2,总山,None,55.5,5.0,R000183B1,C00034AD2,,,,
95,data/cut_3/R000183B1_C00034AD2_12.png,383.5,264.5,,,,,R000183B1,C00034AD2,西侧门,None,128.5,9.5,R000183B1,C00034AD2,,,,
96,data/cut_3/R000183B1_C00034AD2_14.png,449.0,359.5,448.0,399.0,风景名胜,110200,R000183B1,C00034AD2,匀海合,None,194.0,104.5,R000183B1,C00034AD2,193.0,144.0,R000183B1,C00034AD2
97,data/cut_3/R000183B1_C00034AD2_28.png,499.5,341.5,466.0,356.0,风景名胜,110200,R000183B1,C00034AD2,勺海,None,244.5,86.5,R000183B1,C00034AD2,211.0,101.0,R000183B1,C00034AD2
98,data/cut_3/R000183B1_C00034AE6_4.png,398.0,451.5,399.0,441.0,住宅区,120300,R000183B1,C00034AE6,华清嘉园西区,None,143.0,196.5,R000183B1,C00034AE6,144.0,186.0,R000183B1,C00034AE6
99,data/cut_3/R000183B1_C00034AE6_7.png,418.5,409.5,418.0,398.0,医药保健销售店,090600,R000183B1,C00034AE6,济安堂药店,"[(380, 350), (420, 350), (420, 413), (380, 413)]",163.5,154.5,R000183B1,C00034AE6,163.0,143.0,R000183B1,C00034AE6
100,data/cut_3/R000183B1_C00034AE6_10.png,374.0,327.0,,,,,R000183B1,C00034AE6,成府路,None,119.0,72.0,R000183B1,C00034AE6,,,,
101,data/cut_3/R000183B1_C00034AE6_18.png,332.5,356.5,333.0,349.0,通行设施,990000,R000183B1,C00034AE6,北门,None,77.5,101.5,R000183B1,C00034AE6,78.0,94.0,R000183B1,C00034AE6
102,data/cut_3/R000183B1_C00034AE2_6.png,311.5,270.0,313.0,262.0,中国工商银行,160105,R000183B1,C00034AE2,中国工商银行,None,56.5,15.0,R000183B1,C00034AE2,58.0,7.0,R000183B1,C00034AE2
103,data/cut_3/R000183B1_C00034AE2_10.png,358.5,505.5,359.0,495.0,楼宇,120200,R000183B1,C00034AE2,过程大厦,None,103.5,250.5,R000183B1,C00034AE2,104.0,240.0,R000183B1,C00034AE2
104,data/cut_3/R000183B1_C00034AE2_15.png,488.0,343.0,,,,,R000183B1,C00034AE2,成府路,"[(421, 286), (572, 286), (572, 423), (421, 423)]",233.0,88.0,R000183B1,C00034AE2,,,,
105,data/cut_3/R000183B1_C00034AD6_3.png,295.5,444.5,296.0,435.0,科研机构,141300,R000183B1,C00034AD6,陈翰生研究中心,None,40.5,189.5,R000183B1,C00034AD6,41.0,180.0,R000183B1,C00034AD6
106,data/cut_3/R000183B1_C00034AD6_6.png,424.0,284.5,423.0,274.0,学校内部设施,141207,R000183B1,C00034AD6,第1教学楼,None,169.0,29.5,R000183B1,C00034AD6,168.0,19.0,R000183B1,C00034AD6
107,data/cut_3/R000183B1_C00034AD6_10.png,342.0,510.5,342.0,500.0,图书馆,140500,R000183B1,C00034AD6,图书馆,None,87.0,255.5,R000183B1,C00034AD6,87.0,245.0,R000183B1,C00034AD6
108,data/cut_3/R000183B1_C00034AD6_17.png,274.5,342.0,,,,,R000183B1,C00034AD6,求知路,None,19.5,87.0,R000183B1,C00034AD6,,,,
109,data/cut_3/R000183B1_C00034AD6_18.png,501.5,280.5,,,,,R000183B1,C00034AD6,京,None,246.5,25.5,R000183B1,C00034AD6,,,,
110,data/cut_3/R000183B2_C00034AD3_7.png,317.5,483.5,318.0,474.0,餐饮服务,050000,R000183B2,C00034AD3,勺园西餐厅,None,62.5,228.5,R000183B2,C00034AD3,63.0,219.0,R000183B2,C00034AD3
111,data/cut_3/R000183B2_C00034AD3_8.png,506.0,483.5,506.0,474.0,餐饮服务,050000,R000183B2,C00034AD3,佟园食堂,None,251.0,228.5,R000183B2,C00034AD3,251.0,219.0,R000183B2,C00034AD3
112,data/cut_3/R000183B2_C00034AD3_26.png,345.0,297.5,,,,,R000183B2,C00034AD3,2号楼,None,90.0,42.5,R000183B2,C00034AD3,,,,
113,data/cut_3/R000183B2_C00034AD3_27.png,389.0,379.5,,,,,R000183B2,C00034AD3,3号楼,None,134.0,124.5,R000183B2,C00034AD3,,,,
114,data/cut_3/R000183B2_C00034AD3_33.png,376.0,484.0,,,,,R000183B2,C00034AD3,6号楼,None,121.0,229.0,R000183B2,C00034AD3,,,,
115,data/cut_3/R000183B2_C00034AD3_35.png,265.0,417.5,,,,,R000183B2,C00034AD3,4号楼,None,10.0,162.5,R000183B2,C00034AD3,,,,
116,data/cut_3/R000183B2_C00034AD2_10.png,402.0,341.5,,,,,R000183B2,C00034AD2,颐和园路,None,147.0,86.5,R000183B2,C00034AD2,,,,
117,data/cut_3/R000183B2_C00034AD2_25.png,510.5,300.5,508.0,290.0,学校内部设施,141207,R000183B2,C00034AD2,大楼,None,255.5,45.5,R000183B2,C00034AD2,253.0,35.0,R000183B2,C00034AD2
118,data/cut_3/R000183B2_C00034AD2_44.png,262.5,322.0,,,,,R000183B2,C00034AD2,2号楼,None,7.5,67.0,R000183B2,C00034AD2,,,,
119,data/cut_3/R000183B2_C00034AE6_0.png,440.5,429.5,441.0,412.0,科研机构,141300,R000183B2,C00034AE6,中国社会科学院台湾研究所,"[(436, 414), (441, 414), (441, 432), (436, 432)]",185.5,174.5,R000183B2,C00034AE6,186.0,157.0,R000183B2,C00034AE6
120,data/cut_3/R000183B2_C00034AE6_2.png,443.0,277.0,,,,,R000183B2,C00034AE6,链家五道口华清嘉园店,"[(380, 272), (465, 272), (465, 380), (380, 380)]",188.0,22.0,R000183B2,C00034AE6,,,,
121,data/cut_3/R000183B2_C00034AE6_8.png,306.0,350.0,307.0,340.0,风景名胜,110200,R000183B2,C00034AE6,清华园车站,None,51.0,95.0,R000183B2,C00034AE6,52.0,85.0,R000183B2,C00034AE6
122,data/cut_3/R000183B2_C00034AE6_22.png,481.5,375.5,482.0,368.0,通行设施,990000,R000183B2,C00034AE6,[东,"[(426, 288), (509, 288), (509, 392), (426, 392)]",226.5,120.5,R000183B2,C00034AE6,227.0,113.0,R000183B2,C00034AE6
123,data/cut_3/R000183B2_C00034AE6_23.png,267.0,435.5,268.0,428.0,通行设施,990000,R000183B2,C00034AE6,北门,"[(163, 406), (269, 406), (269, 449), (163, 449)]",12.0,180.5,R000183B2,C00034AE6,13.0,173.0,R000183B2,C00034AE6
124,,,,285.0,392.0,公共厕所,200300,R000183B2,C00034AE6,,,,,,,30.0,137.0,R000183B2,C00034AE6
125,,,,288.0,510.0,住宅区,120300,R000183B2,C00034AE6,,,,,,,33.0,255.0,R000183B2,C00034AE6
126,data/cut_3/R000183B2_C00034ADD_2.png,311.5,431.0,,,,,R000183B2,C00034ADD,北京大学中关新园北区,None,56.5,176.0,R000183B2,C00034ADD,,,,
127,data/cut_3/R000183B2_C00034ADD_19.png,303.0,322.0,,,,,R000183B2,C00034ADD,42号楼,None,48.0,67.0,R000183B2,C00034ADD,,,,
128,data/cut_3/R000183B2_C00034ADD_23.png,443.0,467.5,,,,,R000183B2,C00034ADD,48号楼,None,188.0,212.5,R000183B2,C00034ADD,,,,
129,data/cut_3/R000183B2_C00034ADD_24.png,272.0,398.5,,,,,R000183B2,C00034ADD,43号楼,None,17.0,143.5,R000183B2,C00034ADD,,,,
130,data/cut_3/R000183B2_C00034ADD_25.png,260.0,313.5,,,,,R000183B2,C00034ADD,46号楼,None,5.0,58.5,R000183B2,C00034ADD,,,,
131,data/cut_3/R000183B2_C00034ADD_26.png,442.0,393.5,,,,,R000183B2,C00034ADD,47号楼,None,187.0,138.5,R000183B2,C00034ADD,,,,
132,,,,448.0,282.0,停车场,150900,R000183B2,C00034ADD,,,,,,,193.0,27.0,R000183B2,C00034ADD
133,data/cut_3/R000183B1_C00034AD7_0.png,475.0,379.5,476.0,362.0,科研机构,141300,R000183B1,C00034AD7,生物基础教学实验中学生物化学实验室1,None,220.0,124.5,R000183B1,C00034AD7,221.0,107.0,R000183B1,C00034AD7
134,data/cut_3/R000183B1_C00034AD7_1.png,275.0,339.0,,,,,R000183B1,C00034AD7,生物基础教学实验中心微生物学实验室,None,20.0,84.0,R000183B1,C00034AD7,,,,
135,data/cut_3/R000183B1_C00034AD7_6.png,438.5,440.5,438.0,430.0,学校内部设施,141207,R000183B1,C00034AD7,文史教学楼,None,183.5,185.5,R000183B1,C00034AD7,183.0,175.0,R000183B1,C00034AD7
136,data/cut_3/R000183B1_C00034AD7_10.png,425.0,326.5,425.0,316.0,学校内部设施,141207,R000183B1,C00034AD7,老生物楼,None,170.0,71.5,R000183B1,C00034AD7,170.0,61.0,R000183B1,C00034AD7
137,data/cut_3/R000183B1_C00034AD7_16.png,431.0,485.5,,,,,R000183B1,C00034AD7,科学路,None,176.0,230.5,R000183B1,C00034AD7,,,,
138,data/cut_3/R000183B1_C00034AD7_21.png,277.5,280.0,,,,,R000183B1,C00034AD7,大学,None,22.5,25.0,R000183B1,C00034AD7,,,,
139,,,,350.0,339.0,科研机构,141300,R000183B1,C00034AD7,,,,,,,95.0,84.0,R000183B1,C00034AD7
140,data/cut_3/R000183B1_C00034AE3_7.png,354.0,452.0,353.0,442.0,楼宇,120200,R000183B1,C00034AE3,三才堂写字楼,None,99.0,197.0,R000183B1,C00034AE3,98.0,187.0,R000183B1,C00034AE3
141,data/cut_3/R000183B1_C00034AE3_15.png,373.5,299.0,359.0,322.0,公交车站,150700,R000183B1,C00034AE3,成府路,None,118.5,44.0,R000183B1,C00034AE3,104.0,67.0,R000183B1,C00034AE3
142,data/cut_3/R000183B1_C00034AE3_21.png,442.5,371.0,443.0,363.0,通行设施,990000,R000183B1,C00034AE3,北门,"[(439, 357), (462, 357), (462, 414), (439, 414)]",187.5,116.0,R000183B1,C00034AE3,188.0,108.0,R000183B1,C00034AE3
143,data/cut_3/R000183B1_C00034AE3_22.png,310.0,498.0,,,,,R000183B1,C00034AE3,5号楼,None,55.0,243.0,R000183B1,C00034AE3,,,,
144,data/cut_3/R000183B1_C00034AE3_25.png,479.5,468.0,,,,,R000183B1,C00034AE3,2号楼,"[(421, 454), (492, 454), (492, 627), (421, 627)]",224.5,213.0,R000183B1,C00034AE3,,,,
