,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后
0,data/cut_3/R000183B1_C00034AD0_0.png,484.5,389.0,520.0,375.0,科研机构,141300,R000183B1,C00034AD0,o中国城多发展国瑞德棋苑际交流协会研究部,229.5,134.0,R000183B1,C00034AD0,9.0,120.0,R000183B2,C00034AD0
1,data/cut_3/R000183B1_C00034AD0_1.png,551.0,535.5,614.0,541.0,高等院校,050000,R000183B1,C00034AD0,畅春园、畅春新园学生公寓办公室,40.0,24.5,R000183B2,C00034AD1,103.0,30.0,R000183B2,C00034AD1
2,data/cut_3/R000183B1_C00034AD0_2.png,641.5,320.5,602.0,317.0,通行设施,990000,R000183B1,C00034AD0,E燕园街道办事南1门处职业介绍所,130.5,65.5,R000183B2,C00034AD0,91.0,62.0,R000183B2,C00034AD0
3,data/cut_3/R000183B1_C00034AD0_3.png,235.0,609.5,,,,,R000183B1,C00034AD0,畅春新园体育休闲广场,235.0,98.5,R000183B0,C00034AD1,,,,
4,data/cut_3/R000183B1_C00034AD0_4.png,139.0,409.0,143.0,402.0,运动场馆,080100,R000183B1,C00034AD0,悠季瑜伽北大会馆,139.0,154.0,R000183B0,C00034AD0,143.0,147.0,R000183B0,C00034AD0
5,data/cut_3/R000183B1_C00034AD0_5.png,588.5,754.0,,,,,R000183B1,C00034AD0,中国体育彩票,77.5,243.0,R000183B2,C00034AD1,,,,
6,data/cut_3/R000183B1_C00034AD0_6.png,302.5,349.0,,,,,R000183B1,C00034AD0,畅春园路,47.5,94.0,R000183B1,C00034AD0,,,,
7,data/cut_3/R000183B1_C00034AD0_7.png,541.5,270.0,,,,,R000183B1,C00034AD0,63号楼,30.5,15.0,R000183B2,C00034AD0,,,,
8,data/cut_3/R000183B1_C00034AD0_8.png,107.0,286.5,,,,,R000183B1,C00034AD0,o社区活动室,107.0,31.5,R000183B0,C00034AD0,,,,
9,data/cut_3/R000183B1_C00034AD0_9.png,72.0,355.0,74.0,368.0,通行设施,990000,R000183B1,C00034AD0,北1门E,72.0,100.0,R000183B0,C00034AD0,74.0,113.0,R000183B0,C00034AD0
10,data/cut_3/R000183B1_C00034AD0_10.png,424.0,345.5,427.0,341.0,通行设施,990000,R000183B1,C00034AD0,E南2门,169.0,90.5,R000183B1,C00034AD0,172.0,86.0,R000183B1,C00034AD0
11,data/cut_3/R000183B1_C00034AD0_11.png,705.5,541.0,,,,,R000183B1,C00034AD0,大学韧春新园,194.5,30.0,R000183B2,C00034AD1,,,,
12,data/cut_3/R000183B1_C00034AD0_12.png,117.5,335.5,122.0,331.0,通行设施,990000,R000183B1,C00034AD0,南门,117.5,80.5,R000183B0,C00034AD0,122.0,76.0,R000183B0,C00034AD0
13,data/cut_3/R000183B1_C00034AD0_13.png,705.0,261.5,,,,,R000183B1,C00034AD0,57号楼,194.0,6.5,R000183B2,C00034AD0,,,,
14,data/cut_3/R000183B1_C00034AD0_14.png,29.5,302.0,,,,,R000183B1,C00034AD0,55号楼,29.5,47.0,R000183B0,C00034AD0,,,,
15,data/cut_3/R000183B1_C00034AD0_15.png,736.0,678.5,,,,,R000183B1,C00034AD0,1号楼,225.0,167.5,R000183B2,C00034AD1,,,,
16,data/cut_3/R000183B1_C00034AD0_16.png,659.5,384.0,,,,,R000183B1,C00034AD0,4号楼,148.5,129.0,R000183B2,C00034AD0,,,,
17,data/cut_3/R000183B1_C00034AD0_17.png,635.0,484.5,,,,,R000183B1,C00034AD0,3号楼,124.0,229.5,R000183B2,C00034AD0,,,,
18,data/cut_3/R000183B1_C00034AD0_18.png,659.5,542.0,,,,,R000183B1,C00034AD0,北京,148.5,31.0,R000183B2,C00034AD1,,,,
19,data/cut_3/R000183B1_C00034AE4_0.png,240.0,320.0,190.0,366.0,通行设施,990000,R000183B1,C00034AE4,成府路北门,240.0,65.0,R000183B0,C00034AE4,190.0,111.0,R000183B0,C00034AE4
20,data/cut_3/R000183B1_C00034AE4_1.png,417.5,418.0,422.0,402.0,公检法机构,130500,R000183B1,C00034AE4,日科技园区警务工作室,162.5,163.0,R000183B1,C00034AE4,167.0,147.0,R000183B1,C00034AE4
21,data/cut_3/R000183B1_C00034AE4_2.png,291.0,498.5,,,,,R000183B1,C00034AE4,北京小背签搬家有限公司,36.0,243.5,R000183B1,C00034AE4,,,,
22,data/cut_3/R000183B1_C00034AE4_3.png,739.5,585.0,745.0,573.0,通行设施,990000,R000183B1,C00034AE4,E大通成府公馆(东北门),228.5,74.0,R000183B2,C00034AE5,234.0,62.0,R000183B2,C00034AE5
23,data/cut_3/R000183B1_C00034AE4_4.png,440.5,537.5,443.0,526.0,通行设施,990000,R000183B1,C00034AE4,大通成府公馆(北门),185.5,26.5,R000183B1,C00034AE5,188.0,15.0,R000183B1,C00034AE5
24,data/cut_3/R000183B1_C00034AE4_5.png,701.5,270.0,,,,,R000183B1,C00034AE4,成府路,190.5,15.0,R000183B2,C00034AE4,,,,
25,data/cut_3/R000183B1_C00034AE4_6.png,97.0,453.0,100.0,445.0,楼宇,120200,R000183B1,C00034AE4,三才堂写字楼,97.0,198.0,R000183B0,C00034AE4,100.0,190.0,R000183B0,C00034AE4
26,data/cut_3/R000183B1_C00034AE4_7.png,401.0,475.0,,,,,R000183B1,C00034AE4,科馨社区服务站,146.0,220.0,R000183B1,C00034AE4,,,,
27,data/cut_3/R000183B1_C00034AE4_8.png,637.5,396.0,641.0,391.0,餐饮服务,050000,R000183B1,C00034AE4,胖胖家常菜,126.5,141.0,R000183B2,C00034AE4,130.0,136.0,R000183B2,C00034AE4
28,data/cut_3/R000183B1_C00034AE4_9.png,599.5,601.0,,,,,R000183B1,C00034AE4,大通成府公馆,88.5,90.0,R000183B2,C00034AE5,,,,
29,data/cut_3/R000183B1_C00034AE4_10.png,502.5,455.5,506.0,447.0,楼宇,120200,R000183B1,C00034AE4,腰蓝润大厦,247.5,200.5,R000183B1,C00034AE4,251.0,192.0,R000183B1,C00034AE4
30,data/cut_3/R000183B1_C00034AE4_11.png,741.5,513.5,,,,,R000183B1,C00034AE4,清华园钞,230.5,2.5,R000183B2,C00034AE5,,,,
31,data/cut_3/R000183B1_C00034AE4_12.png,529.5,325.5,,,,,R000183B1,C00034AE4,成府路,18.5,70.5,R000183B2,C00034AE4,,,,
32,data/cut_3/R000183B1_C00034AE4_13.png,183.0,533.0,,,,,R000183B1,C00034AE4,科馨社区,183.0,22.0,R000183B0,C00034AE5,,,,
33,data/cut_3/R000183B1_C00034AE4_14.png,336.0,374.5,364.0,380.0,便民商店,060200,R000183B1,C00034AE4,超市发,81.0,119.5,R000183B1,C00034AE4,109.0,125.0,R000183B1,C00034AE4
34,data/cut_3/R000183B1_C00034AE4_15.png,701.5,465.0,705.0,460.0,通行设施,990000,R000183B1,C00034AE4,西南门,190.5,210.0,R000183B2,C00034AE4,194.0,205.0,R000183B2,C00034AE4
35,data/cut_3/R000183B1_C00034AE4_16.png,224.5,748.5,228.0,740.0,通行设施,990000,R000183B1,C00034AE4,北门,224.5,237.5,R000183B0,C00034AE5,228.0,229.0,R000183B0,C00034AE5
36,data/cut_3/R000183B1_C00034AE4_17.png,177.0,716.5,181.0,711.0,通行设施,990000,R000183B1,C00034AE4,南门,177.0,205.5,R000183B0,C00034AE5,181.0,200.0,R000183B0,C00034AE5
37,data/cut_3/R000183B1_C00034AE4_18.png,591.5,668.5,595.0,664.0,通行设施,990000,R000183B1,C00034AE4,,80.5,157.5,R000183B2,C00034AE5,84.0,153.0,R000183B2,C00034AE5
38,data/cut_3/R000183B1_C00034AE4_19.png,534.0,259.0,,,,,R000183B1,C00034AE4,,23.0,4.0,R000183B2,C00034AE4,,,,
39,data/cut_3/R000183B1_C00034AE4_20.png,699.5,758.5,702.0,758.0,幼儿园,141204,R000183B1,C00034AE4,,188.5,247.5,R000183B2,C00034AE5,191.0,247.0,R000183B2,C00034AE5
40,data/cut_3/R000183B1_C00034AE4_21.png,40.5,271.0,,,,,R000183B1,C00034AE4,,40.5,16.0,R000183B0,C00034AE4,,,,
41,data/cut_3/R000183B1_C00034AE4_22.png,6.5,537.0,,,,,R000183B1,C00034AE4,,6.5,26.0,R000183B0,C00034AE5,,,,
42,data/cut_3/R000183B1_C00034AE4_23.png,686.0,641.0,,,,,R000183B1,C00034AE4,1号楼,175.0,130.0,R000183B2,C00034AE5,,,,
43,data/cut_3/R000183B1_C00034AE4_24.png,26.5,659.5,,,,,R000183B1,C00034AE4,2号楼,26.5,148.5,R000183B0,C00034AE5,,,,
44,data/cut_3/R000183B1_C00034AE4_25.png,223.5,467.5,,,,,R000183B1,C00034AE4,2号楼,223.5,212.5,R000183B0,C00034AE4,,,,
45,data/cut_3/R000183B1_C00034AE4_26.png,92.5,576.0,,,,,R000183B1,C00034AE4,4号楼,92.5,65.0,R000183B0,C00034AE5,,,,
46,data/cut_3/R000183B1_C00034AE4_27.png,666.5,547.5,,,,,R000183B1,C00034AE4,2号楼,155.5,36.5,R000183B2,C00034AE5,,,,
47,data/cut_3/R000183B1_C00034AE4_28.png,718.0,424.0,,,,,R000183B1,C00034AE4,4号楼,207.0,169.0,R000183B2,C00034AE4,,,,
48,data/cut_3/R000183B1_C00034AE4_29.png,54.5,497.5,,,,,R000183B1,C00034AE4,5号楼,54.5,242.5,R000183B0,C00034AE4,,,,
49,data/cut_3/R000183B1_C00034AE4_30.png,567.0,763.0,,,,,R000183B1,C00034AE4,,56.0,252.0,R000183B2,C00034AE5,,,,
50,data/cut_3/R000183B1_C00034AE4_31.png,518.0,555.5,,,,,R000183B1,C00034AE4,6号楼,7.0,44.5,R000183B2,C00034AE5,,,,
51,data/cut_3/R000183B1_C00034AE4_32.png,299.0,555.5,,,,,R000183B1,C00034AE4,3号楼,44.0,44.5,R000183B1,C00034AE5,,,,
52,data/cut_3/R000183B1_C00034AE4_33.png,519.0,636.5,,,,,R000183B1,C00034AE4,号楼,8.0,125.5,R000183B2,C00034AE5,,,,
53,data/cut_3/R000183B1_C00034AE4_34.png,149.0,338.0,152.0,341.0,公交车站,150700,R000183B1,C00034AE4,,149.0,83.0,R000183B0,C00034AE4,152.0,86.0,R000183B0,C00034AE4
54,data/cut_3/R000183B1_C00034AE4_35.png,576.0,258.5,,,,,R000183B1,C00034AE4,,65.0,3.5,R000183B2,C00034AE4,,,,
55,data/cut_3/R000183B1_C00034AE4_36.png,375.5,600.0,379.0,603.0,公共厕所,200300,R000183B1,C00034AE4,,120.5,89.0,R000183B1,C00034AE5,124.0,92.0,R000183B1,C00034AE5
56,data/cut_3/R000183B1_C00034AE4_37.png,471.0,260.0,,,,,R000183B1,C00034AE4,,216.0,5.0,R000183B1,C00034AE4,,,,
57,data/cut_3/R000183B1_C00034AE4_38.png,88.5,737.5,,,,,R000183B1,C00034AE4,P,88.5,226.5,R000183B0,C00034AE5,,,,
58,data/cut_3/R000183B1_C00034ADF_0.png,70.5,401.5,,,,,R000183B1,C00034ADF,,70.5,146.5,R000183B0,C00034ADF,,,,
59,data/cut_3/R000183B1_C00034ADF_1.png,556.0,481.0,560.0,466.0,科研机构,141300,R000183B1,C00034ADF,起源地城市规划设计院,45.0,226.0,R000183B2,C00034ADF,49.0,211.0,R000183B2,C00034ADF
60,data/cut_3/R000183B1_C00034ADF_2.png,569.5,634.5,,,,,R000183B1,C00034ADF,北京中科科仪股份有限公司,58.5,123.5,R000183B2,C00034AE0,,,,
61,data/cut_3/R000183B1_C00034ADF_3.png,729.5,430.5,734.0,435.0,餐饮服务,050000,R000183B1,C00034ADF,老北京包子铺,218.5,175.5,R000183B2,C00034ADF,223.0,180.0,R000183B2,C00034ADF
62,data/cut_3/R000183B1_C00034ADF_4.png,483.5,278.0,487.0,280.0,交通银行,160108,R000183B1,C00034ADF,交通银行,228.5,23.0,R000183B1,C00034ADF,232.0,25.0,R000183B1,C00034ADF
63,data/cut_3/R000183B1_C00034ADF_5.png,323.5,720.0,325.0,697.0,学校,141200,R000183B1,C00034ADF,区7号楼5号楼,68.5,209.0,R000183B1,C00034AE0,70.0,186.0,R000183B1,C00034AE0
64,data/cut_3/R000183B1_C00034ADF_6.png,248.5,467.0,252.0,461.0,医疗保健服务,090000,R000183B1,C00034ADF,永康口腔,248.5,212.0,R000183B0,C00034ADF,252.0,206.0,R000183B0,C00034ADF
65,data/cut_3/R000183B1_C00034ADF_7.png,451.5,552.5,,,,,R000183B1,C00034ADF,宏世皓泉水站,196.5,41.5,R000183B1,C00034AE0,,,,
66,data/cut_3/R000183B1_C00034ADF_8.png,420.0,461.5,423.0,454.0,楼宇,120200,R000183B1,C00034ADF,中科科仪,165.0,206.5,R000183B1,C00034ADF,168.0,199.0,R000183B1,C00034ADF
67,data/cut_3/R000183B1_C00034ADF_9.png,327.0,456.0,328.0,449.0,专卖店,061200,R000183B1,C00034ADF,今日电器,72.0,201.0,R000183B1,C00034ADF,73.0,194.0,R000183B1,C00034ADF
68,data/cut_3/R000183B1_C00034ADF_10.png,627.0,287.0,,,,,R000183B1,C00034ADF,金凤成祥,116.0,32.0,R000183B2,C00034ADF,,,,
69,data/cut_3/R000183B1_C00034ADF_11.png,661.0,453.5,663.0,448.0,餐饮服务,050000,R000183B1,C00034ADF,辣尚瘾,150.0,198.5,R000183B2,C00034ADF,152.0,193.0,R000183B2,C00034ADF
70,data/cut_3/R000183B1_C00034ADF_12.png,680.5,301.5,683.0,297.0,通行设施,990000,R000183B1,C00034ADF,南3门,169.5,46.5,R000183B2,C00034ADF,172.0,42.0,R000183B2,C00034ADF
71,data/cut_3/R000183B1_C00034ADF_13.png,11.0,508.5,,,,,R000183B1,C00034ADF,,11.0,253.5,R000183B0,C00034ADF,,,,
72,data/cut_3/R000183B1_C00034ADF_14.png,416.0,314.5,419.0,310.0,通行设施,990000,R000183B1,C00034ADF,E南4门,161.0,59.5,R000183B1,C00034ADF,164.0,55.0,R000183B1,C00034ADF
73,data/cut_3/R000183B1_C00034ADF_15.png,334.5,636.5,337.0,632.0,通行设施,990000,R000183B1,C00034ADF,北1门,79.5,125.5,R000183B1,C00034AE0,82.0,121.0,R000183B1,C00034AE0
74,data/cut_3/R000183B1_C00034ADF_16.png,424.5,380.5,,,,,R000183B1,C00034ADF,成府路,169.5,125.5,R000183B1,C00034ADF,,,,
75,data/cut_3/R000183B1_C00034ADF_17.png,411.0,607.5,414.0,603.0,通行设施,990000,R000183B1,C00034ADF,北2门,156.0,96.5,R000183B1,C00034AE0,159.0,92.0,R000183B1,C00034AE0
76,data/cut_3/R000183B1_C00034ADF_18.png,443.0,759.5,,,,,R000183B1,C00034ADF,3号楼,188.0,248.5,R000183B1,C00034AE0,,,,
77,data/cut_3/R000183B1_C00034ADF_19.png,179.5,263.0,,,,,R000183B1,C00034ADF,收,179.5,8.0,R000183B0,C00034ADF,,,,
78,data/cut_3/R000183B1_C00034ADF_20.png,223.5,382.5,,,,,R000183B1,C00034ADF,,223.5,127.5,R000183B0,C00034ADF,,,,
79,data/cut_3/R000183B1_C00034ADF_21.png,527.5,356.5,531.0,360.0,公交车站,150700,R000183B1,C00034ADF,,16.5,101.5,R000183B2,C00034ADF,20.0,105.0,R000183B2,C00034ADF
80,data/cut_3/R000183B1_C00034ADF_22.png,627.0,259.0,,,,,R000183B1,C00034ADF,,116.0,4.0,R000183B2,C00034ADF,,,,
81,data/cut_3/R000183B2_C00034AD5_0.png,427.5,535.0,479.0,528.0,篮球场馆,080104,R000183B2,C00034AD5,ENE米二体球场第三体育Y馆东篮球场,172.5,24.0,R000183B2,C00034AD6,224.0,17.0,R000183B2,C00034AD6
82,data/cut_3/R000183B2_C00034AD5_1.png,84.5,522.5,,,,,R000183B2,C00034AD5,,84.5,11.5,R000183B1,C00034AD6,,,,
83,data/cut_3/R000183B2_C00034AD5_2.png,266.5,182.5,,,,,R000183B2,C00034AD5,革命烈土纪念碑,11.5,182.5,R000183B2,C00034AD4,,,,
84,data/cut_3/R000183B2_C00034AD5_3.png,511.0,753.0,,,,,R000183B2,C00034AD5,美学与美育研究中心,0.0,242.0,R000183B3,C00034AD6,,,,
85,data/cut_3/R000183B2_C00034AD5_4.png,96.0,197.0,101.0,191.0,科研机构,141300,R000183B2,C00034AD5,东方文学研究中心,96.0,197.0,R000183B1,C00034AD4,101.0,191.0,R000183B1,C00034AD4
86,data/cut_3/R000183B2_C00034AD5_5.png,550.5,189.0,555.0,182.0,科研机构,141300,R000183B2,C00034AD5,陈翰生研究中心,39.5,189.0,R000183B3,C00034AD4,44.0,182.0,R000183B3,C00034AD4
87,data/cut_3/R000183B2_C00034AD5_6.png,24.0,297.5,,,,,R000183B2,C00034AD5,,24.0,42.5,R000183B1,C00034AD5,,,,
88,data/cut_3/R000183B2_C00034AD5_7.png,392.0,192.0,,,,,R000183B2,C00034AD5,俄罗斯语言文学系,137.0,192.0,R000183B2,C00034AD4,,,,
89,data/cut_3/R000183B2_C00034AD5_8.png,261.5,14.5,,,,,R000183B2,C00034AD5,,6.5,14.5,R000183B2,C00034AD4,,,,
90,data/cut_3/R000183B2_C00034AD5_9.png,236.5,298.5,232.0,296.0,风景名胜,110200,R000183B2,C00034AD5,静园,236.5,43.5,R000183B1,C00034AD5,232.0,41.0,R000183B1,C00034AD5
91,data/cut_3/R000183B2_C00034AD5_10.png,54.0,719.0,58.0,711.0,学校内部设施,141207,R000183B2,C00034AD5,综合科研楼,54.0,208.0,R000183B1,C00034AD6,58.0,200.0,R000183B1,C00034AD6
92,data/cut_3/R000183B2_C00034AD5_11.png,283.0,533.0,286.0,526.0,运动场馆,080100,R000183B2,C00034AD5,第二体育馆,28.0,22.0,R000183B2,C00034AD6,31.0,15.0,R000183B2,C00034AD6
93,data/cut_3/R000183B2_C00034AD5_12.png,679.5,29.0,682.0,21.0,学校内部设施,141207,R000183B2,C00034AD5,第1教学楼,168.5,29.0,R000183B3,C00034AD4,171.0,21.0,R000183B3,C00034AD4
94,data/cut_3/R000183B2_C00034AD5_13.png,160.5,451.0,164.0,444.0,科教文化服务,140000,R000183B2,C00034AD5,燕京学堂,160.5,196.0,R000183B1,C00034AD5,164.0,189.0,R000183B1,C00034AD5
95,data/cut_3/R000183B2_C00034AD5_14.png,746.0,83.5,,,,,R000183B2,C00034AD5,生物中心微,235.0,83.5,R000183B3,C00034AD4,,,,
96,data/cut_3/R000183B2_C00034AD5_15.png,598.0,254.5,601.0,247.0,图书馆,140500,R000183B2,C00034AD5,图书馆,87.0,254.5,R000183B3,C00034AD4,90.0,247.0,R000183B3,C00034AD4
97,data/cut_3/R000183B2_C00034AD5_16.png,716.5,492.5,720.0,485.0,学校内部设施,141207,R000183B2,C00034AD5,哲学楼,205.5,237.5,R000183B3,C00034AD5,209.0,230.0,R000183B3,C00034AD5
98,data/cut_3/R000183B2_C00034AD5_17.png,360.5,13.0,,,,,R000183B2,C00034AD5,,105.5,13.0,R000183B2,C00034AD4,,,,
99,data/cut_3/R000183B2_C00034AD5_18.png,590.0,548.5,,,,,R000183B2,C00034AD5,静园路,79.0,37.5,R000183B3,C00034AD6,,,,
100,data/cut_3/R000183B2_C00034AD5_19.png,13.0,647.5,,,,,R000183B2,C00034AD5,,13.0,136.5,R000183B1,C00034AD6,,,,
101,data/cut_3/R000183B2_C00034AD5_20.png,15.5,123.5,,,,,R000183B2,C00034AD5,,15.5,123.5,R000183B1,C00034AD4,,,,
102,data/cut_3/R000183B2_C00034AD5_21.png,284.0,370.0,,,,,R000183B2,C00034AD5,,29.0,115.0,R000183B2,C00034AD5,,,,
103,data/cut_3/R000183B2_C00034AD5_22.png,439.0,632.0,,,,,R000183B2,C00034AD5,52号楼,184.0,121.0,R000183B2,C00034AD6,,,,
104,data/cut_3/R000183B2_C00034AD5_23.png,361.0,631.0,,,,,R000183B2,C00034AD5,51号楼,106.0,120.0,R000183B2,C00034AD6,,,,
105,data/cut_3/R000183B2_C00034AD5_24.png,541.0,620.0,,,,,R000183B2,C00034AD5,53号楼,30.0,109.0,R000183B3,C00034AD6,,,,
106,data/cut_3/R000183B2_C00034AD5_25.png,292.0,718.0,,,,,R000183B2,C00034AD5,65号楼,37.0,207.0,R000183B2,C00034AD6,,,,
107,data/cut_3/R000183B2_C00034AD5_26.png,755.5,24.5,,,,,R000183B2,C00034AD5,北京,244.5,24.5,R000183B3,C00034AD4,,,,
108,data/cut_3/R000183B2_C00034AD5_27.png,445.5,736.0,,,,,R000183B2,C00034AD5,0号楼,190.5,225.0,R000183B2,C00034AD6,,,,
109,data/cut_3/R000183B2_C00034AD5_28.png,529.0,689.0,,,,,R000183B2,C00034AD5,4号楼,18.0,178.0,R000183B3,C00034AD6,,,,
110,data/cut_3/R000183B2_C00034AD5_29.png,280.5,340.5,,,,,R000183B2,C00034AD5,,25.5,85.5,R000183B2,C00034AD5,,,,
111,data/cut_3/R000183B2_C00034AD5_30.png,296.5,330.5,,,,,R000183B2,C00034AD5,,41.5,75.5,R000183B2,C00034AD5,,,,
112,data/cut_3/R000183B2_C00034AD5_31.png,407.5,765.0,,,,,R000183B2,C00034AD5,,152.5,254.0,R000183B2,C00034AD6,,,,
113,data/cut_3/R000183B2_C00034AE1_0.png,545.0,311.5,,,,,R000183B2,C00034AE1,全国颗粒表征与分检及筛网标准化技术委员会颗粒分技术委员会O,34.0,56.5,R000183B3,C00034AE1,,,,
114,data/cut_3/R000183B2_C00034AE1_1.png,539.5,367.5,,,,,R000183B2,C00034AE1,中国科学院过程程研究所(西区),28.5,112.5,R000183B3,C00034AE1,,,,
115,data/cut_3/R000183B2_C00034AE1_2.png,424.0,432.0,428.0,417.0,科研机构,141300,R000183B2,C00034AE1,生化工程国家重点实验室,169.0,177.0,R000183B2,C00034AE1,173.0,162.0,R000183B2,C00034AE1
116,data/cut_3/R000183B2_C00034AE1_3.png,39.5,225.0,,,,,R000183B2,C00034AE1,,39.5,225.0,R000183B1,C00034AE0,,,,
117,data/cut_3/R000183B2_C00034AE1_4.png,58.5,574.0,,,,,R000183B2,C00034AE1,北京中科健安医用技术有限公司,58.5,63.0,R000183B1,C00034AE2,,,,
118,data/cut_3/R000183B2_C00034AE1_5.png,464.5,202.0,468.0,189.0,餐饮服务,050000,R000183B2,C00034AE1,中科院过程工程研究所食堂,209.5,202.0,R000183B2,C00034AE0,213.0,189.0,R000183B2,C00034AE0
119,data/cut_3/R000183B2_C00034AE1_6.png,519.5,681.0,523.0,666.0,科研机构,141300,R000183B2,C00034AE1,北京射频超导研究中心,8.5,170.0,R000183B3,C00034AE2,12.0,155.0,R000183B3,C00034AE2
120,data/cut_3/R000183B2_C00034AE1_7.png,57.5,378.5,,,,,R000183B2,C00034AE1,北京中科科仪股份有限公司,57.5,123.5,R000183B1,C00034AE1,,,,
121,data/cut_3/R000183B2_C00034AE1_8.png,429.5,31.0,433.0,19.0,通行设施,990000,R000183B2,C00034AE1,蓝旗营社区南2门,174.5,31.0,R000183B2,C00034AE0,178.0,19.0,R000183B2,C00034AE0
122,data/cut_3/R000183B2_C00034AE1_9.png,323.5,686.0,324.0,667.0,通行设施,990000,R000183B2,C00034AE1,E东1门甲5号楼,68.5,175.0,R000183B2,C00034AE2,69.0,156.0,R000183B2,C00034AE2
123,data/cut_3/R000183B2_C00034AE1_10.png,568.0,16.0,,,,,R000183B2,C00034AE1,,57.0,16.0,R000183B3,C00034AE0,,,,
124,data/cut_3/R000183B2_C00034AE1_11.png,614.0,250.5,618.0,242.0,楼宇,120200,R000183B2,C00034AE1,过程大厦,103.0,250.5,R000183B3,C00034AE0,107.0,242.0,R000183B3,C00034AE0
125,data/cut_3/R000183B2_C00034AE1_12.png,149.0,197.5,151.0,192.0,餐饮服务,050000,R000183B2,C00034AE1,辣尚瘾,149.0,197.5,R000183B1,C00034AE0,151.0,192.0,R000183B1,C00034AE0
126,data/cut_3/R000183B2_C00034AE1_13.png,494.5,72.0,,,,,R000183B2,C00034AE1,成府路,239.5,72.0,R000183B2,C00034AE0,,,,
127,data/cut_3/R000183B2_C00034AE1_14.png,115.0,31.5,,,,,R000183B2,C00034AE1,金凤成祥,115.0,31.5,R000183B1,C00034AE0,,,,
128,data/cut_3/R000183B2_C00034AE1_15.png,168.5,45.5,171.0,41.0,通行设施,990000,R000183B2,C00034AE1,南3门,168.5,45.5,R000183B1,C00034AE0,171.0,41.0,R000183B1,C00034AE0
129,data/cut_3/R000183B2_C00034AE1_16.png,743.0,87.0,,,,,R000183B2,C00034AE1,成府路,232.0,87.0,R000183B3,C00034AE0,,,,
130,data/cut_3/R000183B2_C00034AE1_17.png,728.0,597.0,730.0,593.0,通行设施,990000,R000183B2,C00034AE1,西门,217.0,86.0,R000183B3,C00034AE2,219.0,82.0,R000183B3,C00034AE2
131,data/cut_3/R000183B2_C00034AE1_18.png,367.5,598.5,372.0,594.0,通行设施,990000,R000183B2,C00034AE1,,112.5,87.5,R000183B2,C00034AE2,117.0,83.0,R000183B2,C00034AE2
132,data/cut_3/R000183B2_C00034AE1_19.png,756.0,574.5,,,,,R000183B2,C00034AE1,清才,245.0,63.5,R000183B3,C00034AE2,,,,
133,data/cut_3/R000183B2_C00034AE1_20.png,322.5,760.0,326.0,759.0,住宅区,120300,R000183B2,C00034AE1,,67.5,249.0,R000183B2,C00034AE2,71.0,248.0,R000183B2,C00034AE2
134,data/cut_3/R000183B2_C00034AE1_21.png,762.5,287.5,,,,,R000183B2,C00034AE1,,251.5,32.5,R000183B3,C00034AE1,,,,
135,data/cut_3/R000183B2_C00034AE1_22.png,15.5,100.5,19.0,104.0,公交车站,150700,R000183B2,C00034AE1,,15.5,100.5,R000183B1,C00034AE0,19.0,104.0,R000183B1,C00034AE0
136,data/cut_3/R000183B2_C00034ADC_0.png,191.0,612.0,194.0,589.0,楼宇,120200,R000183B2,C00034ADC,海外高层次人才创新创业基地,191.0,101.0,R000183B1,C00034ADD,194.0,78.0,R000183B1,C00034ADD
137,data/cut_3/R000183B2_C00034ADC_1.png,454.5,693.0,458.0,677.0,运动场馆,080100,R000183B2,C00034ADC,北京大学中关新园康乐中心,199.5,182.0,R000183B2,C00034ADD,203.0,166.0,R000183B2,C00034ADD
138,data/cut_3/R000183B2_C00034ADC_2.png,358.5,134.5,348.0,117.0,通行设施,990000,R000183B2,C00034ADC,物理学院(南门)成府路,103.5,134.5,R000183B2,C00034ADB,93.0,117.0,R000183B2,C00034ADB
139,data/cut_3/R000183B2_C00034ADC_3.png,206.5,289.0,165.0,292.0,学校内部设施,141207,R000183B2,C00034ADC,化学与分子工程学院大楼,206.5,34.0,R000183B1,C00034ADC,165.0,37.0,R000183B1,C00034ADC
140,data/cut_3/R000183B2_C00034ADC_4.png,557.0,419.5,,,,,R000183B2,C00034ADC,43号楼北京大学中关新园北区,46.0,164.5,R000183B3,C00034ADC,,,,
141,data/cut_3/R000183B2_C00034ADC_5.png,180.5,451.0,,,,,R000183B2,C00034ADC,化学与分子工程学院,180.5,196.0,R000183B1,C00034ADC,,,,
142,data/cut_3/R000183B2_C00034ADC_6.png,30.0,64.0,,,,,R000183B2,C00034ADC,,30.0,64.0,R000183B1,C00034ADB,,,,
143,data/cut_3/R000183B2_C00034ADC_7.png,566.5,661.5,622.0,667.0,便民商店,060200,R000183B2,C00034ADC,新园生活便利店,55.5,150.5,R000183B3,C00034ADD,111.0,156.0,R000183B3,C00034ADD
144,data/cut_3/R000183B2_C00034ADC_8.png,394.5,393.0,,,,,R000183B2,C00034ADC,北京大学中关新园50丙,139.5,138.0,R000183B2,C00034ADC,,,,
145,data/cut_3/R000183B2_C00034ADC_9.png,48.0,662.0,,,,,R000183B2,C00034ADC,南区506楼,48.0,151.0,R000183B1,C00034ADD,,,,
