,cut_path,文字_x,文字_y,图标_x,图标_y,图标类型,图标代码,中心图行,中心图列,文字,轮廓,文字_x转换后,文字_y转换后,文字行转换后,文字列转换后,word_x,word_y,图标_x转换后,图标_y转换后,图标行转换后,图标列转换后,icon_x,icon_y
0,data/cut/R000183B1_C00034AD0_6.png,302,349,,,,,R000183B1,C00034AD0,畅春园路,,47,94,R000183B1,C00034AD0,C00034AD0_47,R000183B1_94,,,,,,
1,data/cut/R000183B1_C00034AD0_9.png,421.5,400.5,,,,,R000183B1,C00034AD0,瑞德棋苑,"[('C00034AD0_125', 'R000183B1_106'), ('C00034AD0_202', 'R000183B1_106'), ('C00034AD0_202', 'R000183B1_150'), ('C00034AD0_125', 'R000183B1_150')]",166.5,145.5,R000183B1,C00034AD0,C00034AD0_166.5,R000183B1_145.5,,,,,,
2,data/cut/R000183B1_C00034AD0_11.png,424,345.5,424,338,通行设施,990000,R000183B1,C00034AD0,南2门,,169,90.5,R000183B1,C00034AD0,C00034AD0_169,R000183B1_90.5,169,83,R000183B1,C00034AD0,C00034AD0_169,R000183B1_83
3,data/cut/R000183C5_C00034ADC_8.png,430.5,310,431,300,楼宇,120200,R000183C5,C00034ADC,巨人艺术楼,,175.5,55,R000183C5,C00034ADC,C00034ADC_175.5,R000183C5_55,176,45,R000183C5,C00034ADC,C00034ADC_176,R000183C5_45
4,data/cut/R000183C5_C00034ADC_11.png,453.5,437.5,454,428,楼宇,120200,R000183C5,C00034ADC,文化大厦,,198.5,182.5,R000183C5,C00034ADC,C00034ADC_198.5,R000183C5_182.5,199,173,R000183C5,C00034ADC,C00034ADC_199,R000183C5_173
5,data/cut/R000183C5_C00034ADC_16.png,280.5,422.5,280,412,学校内部设施,141207,R000183C5,C00034ADC,红3楼,,25.5,167.5,R000183C5,C00034ADC,C00034ADC_25.5,R000183C5_167.5,25,157,R000183C5,C00034ADC,C00034ADC_25,R000183C5_157
6,data/cut/R000183C5_C00034ADC_35.png,506.5,323.5,507,324,停车场,150900,R000183C5,C00034ADC,P,,251.5,68.5,R000183C5,C00034ADC,C00034ADC_251.5,R000183C5_68.5,252,69,R000183C5,C00034ADC,C00034ADC_252,R000183C5_69
7,data/cut/R000183C5_C00034ADC_37.png,381.5,456,382,457,停车场,150900,R000183C5,C00034ADC,P,,126.5,201,R000183C5,C00034ADC,C00034ADC_126.5,R000183C5_201,127,202,R000183C5,C00034ADC,C00034ADC_127,R000183C5_202
8,data/cut/R000183C5_C00034ADC_38.png,333.5,348,334,348,停车场,150900,R000183C5,C00034ADC,P,,78.5,93,R000183C5,C00034ADC,C00034ADC_78.5,R000183C5_93,79,93,R000183C5,C00034ADC,C00034ADC_79,R000183C5_93
9,data/cut/R000183B1_C00034AE4_0.png,417.5,417.5,419,399,公检法机构,130500,R000183B1,C00034AE4,★科技园区警务工作室,,162.5,162.5,R000183B1,C00034AE4,C00034AE4_162.5,R000183B1_162.5,164,144,R000183B1,C00034AE4,C00034AE4_164,R000183B1_144
10,data/cut/R000183B1_C00034AE4_1.png,291,497.5,,,,,R000183B1,C00034AE4,北京小背篓搬家有限公司,,36,242.5,R000183B1,C00034AE4,C00034AE4_36,R000183B1_242.5,,,,,,
11,data/cut/R000183B1_C00034AE4_5.png,401,474,,,,,R000183B1,C00034AE4,科馨社区服务站,,146,219,R000183B1,C00034AE4,C00034AE4_146,R000183B1_219,,,,,,
12,data/cut/R000183B1_C00034AE4_8.png,502.5,454,503,444,楼宇,120200,R000183B1,C00034AE4,蓝润大厦,"[('C00034AE4_187', 'R000183B1_166'), ('C00034AE5_35', 'R000183B1_166'), ('C00034AE5_35', 'R000183B1_254'), ('C00034AE4_187', 'R000183B1_254')]",247.5,199,R000183B1,C00034AE4,C00034AE4_247.5,R000183B1_199,248,189,R000183B1,C00034AE4,C00034AE4_248,R000183B1_189
13,data/cut/R000183B1_C00034AE4_10.png,336,374.5,,,,,R000183B1,C00034AE4,超市发,"[('C00034AE3_194', 'R000183B1_112'), ('C00034AE4_134', 'R000183B1_112'), ('C00034AE4_134', 'R000183B1_162'), ('C00034AE3_194', 'R000183B1_162')]",81,119.5,R000183B1,C00034AE4,C00034AE4_81,R000183B1_119.5,,,,,,
14,data/cut/R000183B1_C00034AE4_15.png,280.5,313.5,,,,,R000183B1,C00034AE4,成府路,,25.5,58.5,R000183B1,C00034AE4,C00034AE4_25.5,R000183B1_58.5,,,,,,
15,data/cut/R000183B1_C00034AE4_43.png,492.5,399,493,400,停车场,150900,R000183B1,C00034AE4,P,,237.5,144,R000183B1,C00034AE4,C00034AE4_237.5,R000183B1_144,238,145,R000183B1,C00034AE4,C00034AE4_238,R000183B1_145
16,,,,361,377,便民商店,60200,R000183B1,C00034AE4,,,,,,,,,106,122,R000183B1,C00034AE4,C00034AE4_106,R000183B1_122
17,data/cut/R000183C5_C00034AD5_5.png,270.5,433.5,269,424,科研机构,141300,R000183C5,C00034AD5,人权研究中心,,15.5,178.5,R000183C5,C00034AD5,C00034AD5_15.5,R000183C5_178.5,14,169,R000183C5,C00034AD5,C00034AD5_14,R000183C5_169
18,data/cut/R000183C5_C00034AD5_9.png,389.5,345,390,335,学校内部设施,141207,R000183C5,C00034AD5,明德法学楼,,134.5,90,R000183C5,C00034AD5,C00034AD5_134.5,R000183C5_90,135,80,R000183C5,C00034AD5,C00034AD5_135,R000183C5_80
19,data/cut/R000183C5_C00034AD5_27.png,459,430,,,,,R000183C5,C00034AD5,谨勤路,,204,175,R000183C5,C00034AD5,C00034AD5_204,R000183C5_175,,,,,,
20,data/cut/R000183C5_C00034AD5_29.png,314,509.5,,,,,R000183C5,C00034AD5,汇贤路,,59,254.5,R000183C5,C00034AD5,C00034AD5_59,R000183C5_254.5,,,,,,
21,data/cut/R000183C5_C00034AD5_39.png,384,413.5,,,,,R000183C5,C00034AD5,5号楼,,129,158.5,R000183C5,C00034AD5,C00034AD5_129,R000183C5_158.5,,,,,,
22,data/cut/R000183C5_C00034AD5_42.png,420,299.5,,,,,R000183C5,C00034AD5,2号楼,,165,44.5,R000183C5,C00034AD5,C00034AD5_165,R000183C5_44.5,,,,,,
23,data/cut/R000183B1_C00034ADF_5.png,483.5,286,484,277,交通银行,160108,R000183B1,C00034ADF,交通银行,"[('C00034ADF_189', 'R000183B1_0'), ('C00034ADF_236', 'R000183B1_0'), ('C00034ADF_236', 'R000183B1_31'), ('C00034ADF_189', 'R000183B1_31')]",228.5,31,R000183B1,C00034ADF,C00034ADF_228.5,R000183B1_31,229,22,R000183B1,C00034ADF,C00034ADF_229,R000183B1_22
24,data/cut/R000183B1_C00034ADF_7.png,419.5,460.5,420,451,楼宇,120200,R000183B1,C00034ADF,中科科仪,"[('C00034ADF_158', 'R000183B1_185'), ('C00034AE0_8', 'R000183B1_185'), ('C00034AE0_8', 'R000183B1_229'), ('C00034ADF_158', 'R000183B1_229')]",164.5,205.5,R000183B1,C00034ADF,C00034ADF_164.5,R000183B1_205.5,165,196,R000183B1,C00034ADF,C00034ADF_165,R000183B1_196
25,data/cut/R000183B1_C00034ADF_8.png,326.5,455.5,325,446,专卖店,61200,R000183B1,C00034ADF,今日电器,,71.5,200.5,R000183B1,C00034ADF,C00034ADF_71.5,R000183B1_200.5,70,191,R000183B1,C00034ADF,C00034ADF_70,R000183B1_191
26,data/cut/R000183B1_C00034ADF_14.png,424.5,380,,,,,R000183B1,C00034ADF,成府路,,169.5,125,R000183B1,C00034ADF,C00034ADF_169.5,R000183B1_125,,,,,,
27,data/cut/R000183B1_C00034ADF_16.png,415.5,314.5,416,307,通行设施,990000,R000183B1,C00034ADF,南4门,,160.5,59.5,R000183B1,C00034ADF,C00034ADF_160.5,R000183B1_59.5,161,52,R000183B1,C00034ADF,C00034ADF_161,R000183B1_52
28,data/cut/R000183B1_C00034ADF_30.png,479.5,500.5,480,501,停车场,150900,R000183B1,C00034ADF,P,,224.5,245.5,R000183B1,C00034ADF,C00034ADF_224.5,R000183B1_245.5,225,246,R000183B1,C00034ADF,C00034ADF_225,R000183B1_246
29,data/cut/R000183C5_C00034AE1_1.png,306,477,,,,,R000183C5,C00034AE1,北京市海淀区家政服务培训中心,,51,222,R000183C5,C00034AE1,C00034AE1_51,R000183C5_222,,,,,,
30,data/cut/R000183C5_C00034AE1_2.png,479,497,,,,,R000183C5,C00034AE1,东里南社区2医疗卫生站,,224,242,R000183C5,C00034AE1,C00034AE1_224,R000183C5_242,,,,,,
31,data/cut/R000183C5_C00034AE1_10.png,442,379,,,,,R000183C5,C00034AE1,学院南路9号楼,,187,124,R000183C5,C00034AE1,C00034AE1_187,R000183C5_124,,,,,,
32,data/cut/R000183C5_C00034AE1_11.png,297,427,298,417,银行,160100,R000183C5,C00034AE1,北京农商银行,,42,172,R000183C5,C00034AE1,C00034AE1_42,R000183C5_172,43,162,R000183C5,C00034AE1,C00034AE1_43,R000183C5_162
33,data/cut/R000183C5_C00034AE1_16.png,460,265.5,,,,,R000183C5,C00034AE1,甲胶东海味仙,,205,10.5,R000183C5,C00034AE1,C00034AE1_205,R000183C5_10.5,,,,,,
34,data/cut/R000183C5_C00034AE1_19.png,286,376.5,,,,,R000183C5,C00034AE1,双榆树一街,"[('C00034AE0_190', 'R000183C5_63'), ('C00034AE1_109', 'R000183C5_63'), ('C00034AE1_109', 'R000183C5_122'), ('C00034AE0_190', 'R000183C5_122')]",31,121.5,R000183C5,C00034AE1,C00034AE1_31,R000183C5_121.5,,,,,,
35,data/cut/R000183C5_C00034AE1_24.png,431,308.5,,,,,R000183C5,C00034AE1,我爱我家,,176,53.5,R000183C5,C00034AE1,C00034AE1_176,R000183C5_53.5,,,,,,
36,data/cut/R000183C5_C00034AE1_33.png,378,322.5,378,315,通行设施,990000,R000183C5,C00034AE1,东3门,,123,67.5,R000183C5,C00034AE1,C00034AE1_123,R000183C5_67.5,123,60,R000183C5,C00034AE1,C00034AE1_123,R000183C5_60
37,data/cut/R000183C5_C00034AE1_35.png,386.5,472,386,464,通行设施,990000,R000183C5,C00034AE1,北门,,131.5,217,R000183C5,C00034AE1,C00034AE1_131.5,R000183C5_217,131,209,R000183C5,C00034AE1,C00034AE1_131,R000183C5_209
38,,,,426,267,餐饮服务,50000,R000183C5,C00034AE1,,,,,,,,,171,12,R000183C5,C00034AE1,C00034AE1_171,R000183C5_12
39,,,,443,497,医疗保健服务,90000,R000183C5,C00034AE1,,,,,,,,,188,242,R000183C5,C00034AE1,C00034AE1_188,R000183C5_242
40,data/cut/R000183C6_C00034ADF_13.png,365.5,385,,,,,R000183C6,C00034ADF,甲雅玛花式铁板烧,"[('C00034ADF_11', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_193'), ('C00034ADF_11', 'R000183C6_193')]",110.5,130,R000183C6,C00034ADF,C00034ADF_110.5,R000183C6_130,,,,,,
41,data/cut/R000183C6_C00034ADF_15.png,328.5,442.5,327,432,住宿服务,100000,R000183C6,C00034ADF,燕山大酒店A座,"[('C00034ADF_11', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_193'), ('C00034ADF_11', 'R000183C6_193')]",73.5,187.5,R000183C6,C00034ADF,C00034ADF_73.5,R000183C6_187.5,72,177,R000183C6,C00034ADF,C00034ADF_72,R000183C6_177
42,data/cut/R000183C6_C00034ADF_18.png,507.5,467,,,,,R000183C6,C00034ADF,双榆树二街,,252.5,212,R000183C6,C00034ADF,C00034ADF_252.5,R000183C6_212,,,,,,
43,data/cut/R000183C6_C00034ADF_22.png,260,301.5,261,292,汽车服务,10000,R000183C6,C00034ADF,燕山洗车,,5,46.5,R000183C6,C00034ADF,C00034ADF_5,R000183C6_46.5,6,37,R000183C6,C00034ADF,C00034ADF_6,R000183C6_37
44,data/cut/R000183C6_C00034ADF_26.png,375.5,359.5,,,,,R000183C6,C00034ADF,燕山大酒店,"[('C00034ADF_11', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_193'), ('C00034ADF_11', 'R000183C6_193')]",120.5,104.5,R000183C6,C00034ADF,C00034ADF_120.5,R000183C6_104.5,,,,,,
45,data/cut/R000183C6_C00034ADF_47.png,463.5,368.5,464,361,通行设施,990000,R000183C6,C00034ADF,东门,"[('C00034ADF_11', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_193'), ('C00034ADF_11', 'R000183C6_193')]",208.5,113.5,R000183C6,C00034ADF,C00034ADF_208.5,R000183C6_113.5,209,106,R000183C6,C00034ADF,C00034ADF_209,R000183C6_106
46,data/cut/R000183C6_C00034ADF_58.png,380.5,474,381,479,停车场,150900,R000183C6,C00034ADF,P,,125.5,219,R000183C6,C00034ADF,C00034ADF_125.5,R000183C6_219,126,224,R000183C6,C00034ADF,C00034ADF_126,R000183C6_224
47,data/cut/R000183C6_C00034ADF_64.png,362.5,315.5,363,316,停车场,150900,R000183C6,C00034ADF,P,,107.5,60.5,R000183C6,C00034ADF,C00034ADF_107.5,R000183C6_60.5,108,61,R000183C6,C00034ADF,C00034ADF_108,R000183C6_61
48,data/cut/R000183C6_C00034ADF_65.png,468.5,255.5,469,256,停车场,150900,R000183C6,C00034ADF,P,,213.5,0.5,R000183C6,C00034ADF,C00034ADF_213.5,R000183C6_0.5,214,1,R000183C6,C00034ADF,C00034ADF_214,R000183C6_1
49,data/cut/R000183C6_C00034ADF_68.png,263.5,366.5,264,367,停车场,150900,R000183C6,C00034ADF,P,,8.5,111.5,R000183C6,C00034ADF,C00034ADF_8.5,R000183C6_111.5,9,112,R000183C6,C00034ADF,C00034ADF_9,R000183C6_112
50,data/cut/R000183C6_C00034ADF_69.png,417.5,444,418,445,停车场,150900,R000183C6,C00034ADF,P,"[('C00034ADF_11', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_85'), ('C00034ADF_218', 'R000183C6_193'), ('C00034ADF_11', 'R000183C6_193')]",162.5,189,R000183C6,C00034ADF,C00034ADF_162.5,R000183C6_189,163,190,R000183C6,C00034ADF,C00034ADF_163,R000183C6_190
51,,,,323,499,餐饮服务_,50000,R000183C6,C00034ADF,,,,,,,,,68,244,R000183C6,C00034ADF,C00034ADF_68,R000183C6_244
52,,,,318,387,餐饮服务,50000,R000183C6,C00034ADF,,,,,,,,,63,132,R000183C6,C00034ADF,C00034ADF_63,R000183C6_132
53,,,,500,345,通行设施,990000,R000183C6,C00034ADF,,,,,,,,,245,90,R000183C6,C00034ADF,C00034ADF_245,R000183C6_90
54,data/cut/R000183B2_C00034AE1_3.png,424,431.5,425,414,科研机构,141300,R000183B2,C00034AE1,生化工程国家重点实验室,,169,176.5,R000183B2,C00034AE1,C00034AE1_169,R000183B2_176.5,170,159,R000183B2,C00034AE1,C00034AE1_170,R000183B2_159
55,data/cut/R000183C8_C00034ACD_0.png,322,495.5,,,,,R000183C8,C00034ACD,国家税务总局海淀冬五加力/,"[('C00034ACD_30', 'R000183C8_176'), ('C00034ACD_116', 'R000183C8_176'), ('C00034ACD_116', 'R000183C8_244'), ('C00034ACD_30', 'R000183C8_244')]",67,240.5,R000183C8,C00034ACD,C00034ACD_67,R000183C8_240.5,,,,,,
56,data/cut/R000183C8_C00034ACD_5.png,269,301,270,293,中国民生银行,160112,R000183C8,C00034ACD,中国民生银行,"[('C00034ACC_248', 'R000183C7_235'), ('C00034ACD_140', 'R000183C7_235'), ('C00034ACD_140', 'R000183C8_67'), ('C00034ACC_248', 'R000183C8_67')]",14,46,R000183C8,C00034ACD,C00034ACD_14,R000183C8_46,15,38,R000183C8,C00034ACD,C00034ACD_15,R000183C8_38
57,data/cut/R000183C8_C00034ACD_11.png,466.5,417.5,467,408,摄影冲印店,71300,R000183C8,C00034ACD,来悦图文,,211.5,162.5,R000183C8,C00034ACD,C00034ACD_211.5,R000183C8_162.5,212,153,R000183C8,C00034ACD,C00034ACD_212,R000183C8_153
58,data/cut/R000183C8_C00034ACD_13.png,387,412,,,,,R000183C8,C00034ACD,欧博士学堂o,"[('C00034ACD_131', 'R000183C8_148'), ('C00034ACD_206', 'R000183C8_148'), ('C00034ACD_206', 'R000183C8_188'), ('C00034ACD_131', 'R000183C8_188')]",132,157,R000183C8,C00034ACD,C00034ACD_132,R000183C8_157,,,,,,
59,data/cut/R000183C8_C00034ACD_15.png,273.5,364,,,,,R000183C8,C00034ACD,万泉庄路,,18.5,109,R000183C8,C00034ACD,C00034ACD_18.5,R000183C8_109,,,,,,
60,data/cut/R000183C8_C00034ACD_18.png,363.5,292.5,362,283,楼宇,120200,R000183C8,C00034ACD,楼,"[('C00034ACC_248', 'R000183C7_235'), ('C00034ACD_140', 'R000183C7_235'), ('C00034ACD_140', 'R000183C8_67'), ('C00034ACC_248', 'R000183C8_67')]",108.5,37.5,R000183C8,C00034ACD,C00034ACD_108.5,R000183C8_37.5,107,28,R000183C8,C00034ACD,C00034ACD_107,R000183C8_28
61,data/cut/R000183C8_C00034ACD_22.png,413.5,280.5,,,,,R000183C8,C00034ACD,2号楼,,158.5,25.5,R000183C8,C00034ACD,C00034ACD_158.5,R000183C8_25.5,,,,,,
62,data/cut/R000183C8_C00034ACD_27.png,440.5,318.5,441,319,停车场,150900,R000183C8,C00034ACD,P,,185.5,63.5,R000183C8,C00034ACD,C00034ACD_185.5,R000183C8_63.5,186,64,R000183C8,C00034ACD,C00034ACD_186,R000183C8_64
63,data/cut/R000183C8_C00034ACD_30.png,352.5,340,353,341,停车场,150900,R000183C8,C00034ACD,P,,97.5,85,R000183C8,C00034ACD,C00034ACD_97.5,R000183C8_85,98,86,R000183C8,C00034ACD,C00034ACD_98,R000183C8_86
64,data/cut/R000183B2_C00034ADC_8.png,395,392.5,,,,,R000183B2,C00034ADC,北京大学中关新园50丙,,140,137.5,R000183B2,C00034ADC,C00034ADC_140,R000183B2_137.5,,,,,,
65,data/cut/R000183B2_C00034ADC_10.png,307.5,393,,,,,R000183B2,C00034ADC,越秀造型M,,52.5,138,R000183B2,C00034ADC,C00034ADC_52.5,R000183B2_138,,,,,,
66,data/cut/R000183B2_C00034ADC_21.png,396.5,477.5,,,,,R000183B2,C00034ADC,50乙号楼,,141.5,222.5,R000183B2,C00034ADC,C00034ADC_141.5,R000183B2_222.5,,,,,,
67,,,,339,396,美容美发店,71100,R000183B2,C00034ADC,,,,,,,,,84,141,R000183B2,C00034ADC,C00034ADC_84,R000183B2_141
68,data/cut/R000183C6_C00034AD0_9.png,425,503.5,,,,,R000183C6,C00034AD0,北京英美科技培训学校,"[('C00034AD0_157', 'R000183C6_227'), ('C00034AD1_86', 'R000183C6_227'), ('C00034AD1_86', 'R000183C7_88'), ('C00034AD0_157', 'R000183C7_88')]",170,248.5,R000183C6,C00034AD0,C00034AD0_170,R000183C6_248.5,,,,,,
69,data/cut/R000183C6_C00034AD0_11.png,261,448.5,262,439,专卖店,61200,R000183C6,C00034AD0,牛栏山白酒专营店,,6,193.5,R000183C6,C00034AD0,C00034AD0_6,R000183C6_193.5,7,184,R000183C6,C00034AD0,C00034AD0_7,R000183C6_184
70,data/cut/R000183C6_C00034AD0_25.png,403,337,,,,,R000183C6,C00034AD0,万泉小学,,148,82,R000183C6,C00034AD0,C00034AD0_148,R000183C6_82,,,,,,
71,data/cut/R000183C6_C00034AE4_25.png,466.5,478.5,467,479,停车场,150900,R000183C6,C00034AE4,P,"[('C00034AE4_107', 'R000183C6_193'), ('C00034AE5_4', 'R000183C6_193'), ('C00034AE5_4', 'R000183C7_94'), ('C00034AE4_107', 'R000183C7_94')]",211.5,223.5,R000183C6,C00034AE4,C00034AE4_211.5,R000183C6_223.5,212,224,R000183C6,C00034AE4,C00034AE4_212,R000183C6_224
72,data/cut/R000183B5_C00034AE5_12.png,397,307.5,397,297,图书馆,140500,R000183B5,C00034AE5,图书馆,"[('C00034AE5_33', 'R000183B4_246'), ('C00034AE5_153', 'R000183B4_246'), ('C00034AE5_153', 'R000183B5_68'), ('C00034AE5_33', 'R000183B5_68')]",142,52.5,R000183B5,C00034AE5,C00034AE5_142,R000183B5_52.5,142,42,R000183B5,C00034AE5,C00034AE5_142,R000183B5_42
73,data/cut/R000183B5_C00034AD1_13.png,504,286.5,,,,,R000183B5,C00034AD1,京英荟壁球馆,"[('C00034AD1_178', 'R000183B4_152'), ('C00034AD2_20', 'R000183B4_152'), ('C00034AD2_20', 'R000183B5_36'), ('C00034AD1_178', 'R000183B5_36')]",249,31.5,R000183B5,C00034AD1,C00034AD1_249,R000183B5_31.5,,,,,,
74,data/cut/R000183B5_C00034AD1_23.png,380.5,275.5,,,,,R000183B5,C00034AD1,海淀体育中心,,125.5,20.5,R000183B5,C00034AD1,C00034AD1_125.5,R000183B5_20.5,,,,,,
75,,,,459,288,运动场馆,80100,R000183B5,C00034AD1,,,,,,,,,204,33,R000183B5,C00034AD1,C00034AD1_204,R000183B5_33
76,data/cut/R000183C1_C00034ADB_13.png,339.5,356,,,,,R000183C1,C00034ADB,东润商厦,"[('C00034ADA_21', 'R000183C1_84'), ('C00034ADB_96', 'R000183C1_84'), ('C00034ADB_96', 'R000183C1_121'), ('C00034ADA_21', 'R000183C1_121')]",84.5,101,R000183C1,C00034ADB,C00034ADB_84.5,R000183C1_101,,,,,,
77,data/cut/R000183C1_C00034ADB_20.png,427,449,,,,,R000183C1,C00034ADB,优才教育,"[('C00034ADB_92', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_202'), ('C00034ADB_92', 'R000183C1_202')]",172,194,R000183C1,C00034ADB,C00034ADB_172,R000183C1_194,,,,,,
78,data/cut/R000183C1_C00034ADB_32.png,404,370,,,,,R000183C1,C00034ADB,m,"[('C00034ADB_92', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_202'), ('C00034ADB_92', 'R000183C1_202')]",149,115,R000183C1,C00034ADB,C00034ADB_149,R000183C1_115,,,,,,
79,data/cut/R000183C1_C00034ADB_37.png,441,377.5,443,376,停车场,150900,R000183C1,C00034ADB,P,"[('C00034ADB_92', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_202'), ('C00034ADB_92', 'R000183C1_202')]",186,122.5,R000183C1,C00034ADB,C00034ADB_186,R000183C1_122.5,188,121,R000183C1,C00034ADB,C00034ADB_188,R000183C1_121
80,data/cut/R000183C1_C00034ADB_48.png,381.5,425.5,382,426,停车场,150900,R000183C1,C00034ADB,P,"[('C00034ADB_92', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_72'), ('C00034ADB_195', 'R000183C1_202'), ('C00034ADB_92', 'R000183C1_202')]",126.5,170.5,R000183C1,C00034ADB,C00034ADB_126.5,R000183C1_170.5,127,171,R000183C1,C00034ADB,C00034ADB_127,R000183C1_171
81,data/cut/R000183C1_C00034ADB_49.png,464.5,412.5,465,413,停车场,150900,R000183C1,C00034ADB,P,,209.5,157.5,R000183C1,C00034ADB,C00034ADB_209.5,R000183C1_157.5,210,158,R000183C1,C00034ADB,C00034ADB_210,R000183C1_158
82,,,,448,508,科研机构,141300,R000183C1,C00034ADB,,,,,,,,,193,253,R000183C1,C00034ADB,C00034ADB_193,R000183C1_253
83,,,,372,357,楼宇,120200,R000183C1,C00034ADB,,,,,,,,,117,102,R000183C1,C00034ADB,C00034ADB_117,R000183C1_102
84,data/cut/R000183C1_C00034AE0_2.png,276.5,457,,,,,R000183C1,C00034AE0,来京人员和出租房屋服务站,,21.5,202,R000183C1,C00034AE0,C00034AE0_21.5,R000183C1_202,,,,,,
85,data/cut/R000183C1_C00034AE0_9.png,397.5,296,,,,,R000183C1,C00034AE0,思诺汽修电瓶轮胎救援,"[('C00034AE0_54', 'R000183C1_31'), ('C00034AE0_194', 'R000183C1_31'), ('C00034AE0_194', 'R000183C1_72'), ('C00034AE0_54', 'R000183C1_72')]",142.5,41,R000183C1,C00034AE0,C00034AE0_142.5,R000183C1_41,,,,,,
86,data/cut/R000183C1_C00034AE0_13.png,270,334,,,,,R000183C1,C00034AE0,太平洋国际大厦,"[('C00034ADF_140', 'R000183C1_66'), ('C00034AE0_38', 'R000183C1_66'), ('C00034AE0_38', 'R000183C1_191'), ('C00034ADF_140', 'R000183C1_191')]",15,79,R000183C1,C00034AE0,C00034AE0_15,R000183C1_79,,,,,,
87,data/cut/R000183C1_C00034AE0_16.png,290.5,494.5,,,,,R000183C1,C00034AE0,志愿者服务站o,"[('C00034ADF_246', 'R000183C1_217'), ('C00034AE0_91', 'R000183C1_217'), ('C00034AE0_91', 'R000183C2_64'), ('C00034ADF_246', 'R000183C2_64')]",35.5,239.5,R000183C1,C00034AE0,C00034AE0_35.5,R000183C1_239.5,,,,,,
88,data/cut/R000183C1_C00034AE0_34.png,295,277.5,295,270,通行设施,990000,R000183C1,C00034AE0,北2门,,40,22.5,R000183C1,C00034AE0,C00034AE0_40,R000183C1_22.5,40,15,R000183C1,C00034AE0,C00034AE0_40,R000183C1_15
89,data/cut/R000183C1_C00034AE0_40.png,462.5,285,463,277,通行设施,990000,R000183C1,C00034AE0,北门,,207.5,30,R000183C1,C00034AE0,C00034AE0_207.5,R000183C1_30,208,22,R000183C1,C00034AE0,C00034AE0_208,R000183C1_22
90,data/cut/R000183C1_C00034AE0_45.png,379.5,479.5,,,,,R000183C1,C00034AE0,19号楼,"[('C00034AE0_120', 'R000183C1_211'), ('C00034AE1_0', 'R000183C1_211'), ('C00034AE1_0', 'R000183C1_242'), ('C00034AE0_120', 'R000183C1_242')]",124.5,224.5,R000183C1,C00034AE0,C00034AE0_124.5,R000183C1_224.5,,,,,,
91,data/cut/R000183C1_C00034AE0_46.png,481,386.5,,,,,R000183C1,C00034AE0,18号楼,"[('C00034AE0_118', 'R000183C1_119'), ('C00034AE1_64', 'R000183C1_119'), ('C00034AE1_64', 'R000183C1_151'), ('C00034AE0_118', 'R000183C1_151')]",226,131.5,R000183C1,C00034AE0,C00034AE0_226,R000183C1_131.5,,,,,,
92,data/cut/R000183C1_C00034AE0_58.png,449.5,454.5,450,455,停车场,150900,R000183C1,C00034AE0,P,,194.5,199.5,R000183C1,C00034AE0,C00034AE0_194.5,R000183C1_199.5,195,200,R000183C1,C00034AE0,C00034AE0_195,R000183C1_200
93,,,,359,297,汽车维修,30000,R000183C1,C00034AE0,,,,,,,,,104,42,R000183C1,C00034AE0,C00034AE0_104,R000183C1_42
94,,,,324,458,公检法机构,130500,R000183C1,C00034AE0,,,,,,,,,69,203,R000183C1,C00034AE0,C00034AE0_69,R000183C1_203
95,,,,318,410,停车场,150900,R000183C1,C00034AE0,,,,,,,,,63,155,R000183C1,C00034AE0,C00034AE0_63,R000183C1_155
96,data/cut/R000183C1_C00034AD4_21.png,267,261.5,,,,,R000183C1,C00034AD4,亿方大厦,,12,6.5,R000183C1,C00034AD4,C00034AD4_12,R000183C1_6.5,,,,,,
97,data/cut/R000183C1_C00034AD4_26.png,480.5,410.5,,,,,R000183C1,C00034AD4,我爱我家o,"[('C00034AD4_141', 'R000183C1_138'), ('C00034AD4_238', 'R000183C1_138'), ('C00034AD4_238', 'R000183C1_221'), ('C00034AD4_141', 'R000183C1_221')]",225.5,155.5,R000183C1,C00034AD4,C00034AD4_225.5,R000183C1_155.5,,,,,,
98,data/cut/R000183C1_C00034AD4_44.png,409.5,293,,,,,R000183C1,C00034AD4,B,,154.5,38,R000183C1,C00034AD4,C00034AD4_154.5,R000183C1_38,,,,,,
99,data/cut/R000183C1_C00034AD4_53.png,321.5,265.5,322,266,停车场,150900,R000183C1,C00034AD4,P,,66.5,10.5,R000183C1,C00034AD4,C00034AD4_66.5,R000183C1_10.5,67,11,R000183C1,C00034AD4,C00034AD4_67,R000183C1_11
